Brand,Model,Fuel_Type,Horsepower,CO2_g_km,MSRP_USD,Country,Month,Sales_Volume
Audi,Model E,Petrol,166,155,73073,Brazil,2020-01-31,1839
Nissan,Model A,Petrol,467,135,52435,Canada,2020-01-31,181
Mercedes,Model B,Diesel,475,62,96559,UK,2020-01-31,1268
Toyota,Model A,Petrol,475,150,76175,Italy,2020-01-31,589
BMW,Model D,Hybrid,211,159,118472,USA,2020-01-31,758
Mercedes,Model C,Hybrid,102,94,46483,France,2020-01-31,412
Volkswagen,Model E,Petrol,272,203,68219,China,2020-01-31,431
Volkswagen,Model A,Hybrid,136,150,118706,USA,2020-01-31,198
Mercedes,Model A,Petrol,368,50,83162,Brazil,2020-01-31,774
Hyundai,Model A,Hybrid,474,142,115006,France,2020-01-31,1644
BMW,Model B,Diesel,422,241,22090,Italy,2020-01-31,1778
Toyota,Model C,Petrol,317,166,20818,Spain,2020-01-31,1370
Mercedes,Model E,Electric,282,124,107041,Germany,2020-01-31,334
Hyundai,Model A,Petrol,392,141,15852,Japan,2020-01-31,1669
Volkswagen,Model D,Diesel,409,159,81500,France,2020-01-31,1426
Volkswagen,Model D,Diesel,121,214,17304,Italy,2020-01-31,1280
Audi,Model D,Diesel,102,110,70310,France,2020-01-31,1353
Mercedes,Model B,Electric,460,214,89231,Germany,2020-01-31,1804
BMW,Model E,Hybrid,430,104,80764,UK,2020-01-31,1521
Honda,Model D,Diesel,120,75,79583,Japan,2020-01-31,435
BMW,Model B,Hybrid,346,107,66862,Japan,2020-01-31,1223
Volkswagen,Model E,Diesel,383,79,99651,Canada,2020-01-31,664
Volkswagen,Model A,Hybrid,227,185,21120,Spain,2020-01-31,292
Ford,Model E,Hybrid,261,82,17776,USA,2020-01-31,616
Volkswagen,Model E,Hybrid,326,239,91076,Spain,2020-01-31,618
Toyota,Model E,Petrol,418,176,40865,Spain,2020-01-31,1994
Kia,Model E,Petrol,319,120,19039,Spain,2020-01-31,851
Mercedes,Model E,Electric,156,172,60728,USA,2020-01-31,1112
BMW,Model E,Electric,153,136,40366,USA,2020-01-31,1973
Kia,Model A,Electric,329,69,97365,Japan,2020-01-31,546
Hyundai,Model D,Diesel,338,204,58551,USA,2020-01-31,1091
Honda,Model B,Hybrid,496,185,79732,Italy,2020-01-31,864
Toyota,Model E,Hybrid,235,132,45707,USA,2020-01-31,1401
BMW,Model A,Electric,392,113,36516,China,2020-01-31,1323
Kia,Model A,Hybrid,123,81,27782,Brazil,2020-01-31,650
Honda,Model A,Petrol,294,168,115528,China,2020-01-31,1826
Ford,Model B,Diesel,74,131,52463,Germany,2020-01-31,1421
Toyota,Model B,Petrol,405,75,115229,UK,2020-01-31,1175
Toyota,Model D,Electric,216,103,95471,Canada,2020-01-31,1241
Ford,Model C,Petrol,188,172,20685,Japan,2020-01-31,607
Mercedes,Model D,Hybrid,361,212,69627,Canada,2020-01-31,1400
Ford,Model E,Electric,300,186,114245,France,2020-01-31,1927
Toyota,Model E,Hybrid,405,232,111595,Japan,2020-01-31,399
Toyota,Model B,Hybrid,197,232,81708,France,2020-01-31,674
Kia,Model D,Petrol,162,222,80495,France,2020-01-31,949
Volkswagen,Model A,Electric,204,152,78716,Spain,2020-01-31,1548
Honda,Model A,Hybrid,170,204,82370,Brazil,2020-01-31,271
Ford,Model D,Petrol,352,85,66199,Japan,2020-01-31,126
Honda,Model E,Diesel,222,188,107518,Brazil,2020-01-31,986
Ford,Model A,Electric,97,51,86604,Italy,2020-01-31,1094
Hyundai,Model E,Hybrid,185,75,94996,Germany,2020-01-31,1692
Toyota,Model D,Petrol,322,182,84365,Japan,2020-01-31,1648
Volkswagen,Model A,Diesel,449,124,60761,Germany,2020-01-31,1323
Kia,Model E,Petrol,212,111,101394,Spain,2020-01-31,269
Volkswagen,Model C,Electric,367,183,107276,Japan,2020-01-31,1862
Volkswagen,Model A,Diesel,343,135,41017,Canada,2020-01-31,981
Volkswagen,Model B,Petrol,137,248,70884,Spain,2020-01-31,312
Honda,Model C,Petrol,295,171,59058,China,2020-01-31,265
Ford,Model D,Electric,412,102,25984,USA,2020-01-31,1452
Nissan,Model E,Petrol,238,190,37347,USA,2020-01-31,360
Hyundai,Model A,Electric,273,216,45527,China,2020-01-31,1362
BMW,Model B,Hybrid,146,135,21387,Germany,2020-01-31,284
Volkswagen,Model A,Petrol,374,133,33453,USA,2020-01-31,1485
Mercedes,Model C,Electric,275,71,36206,France,2020-01-31,1501
Honda,Model E,Hybrid,414,91,110175,Spain,2020-01-31,1394
Kia,Model E,Petrol,161,150,111248,France,2020-01-31,1817
BMW,Model B,Diesel,249,142,58386,USA,2020-01-31,611
Nissan,Model E,Petrol,246,153,76712,Italy,2020-01-31,108
Mercedes,Model B,Electric,281,174,108614,Italy,2020-01-31,1688
Nissan,Model C,Electric,355,223,84927,China,2020-01-31,674
BMW,Model B,Electric,487,124,33557,China,2020-01-31,1230
Volkswagen,Model D,Diesel,411,140,39611,China,2020-01-31,694
Mercedes,Model D,Petrol,446,53,32426,Germany,2020-01-31,1563
Nissan,Model E,Diesel,272,241,55047,Brazil,2020-01-31,551
Kia,Model B,Electric,321,135,73609,Brazil,2020-01-31,810
Ford,Model B,Diesel,347,169,28549,Japan,2020-01-31,1758
Toyota,Model A,Electric,247,161,119899,Brazil,2020-01-31,291
Ford,Model B,Petrol,185,115,78298,Japan,2020-01-31,377
BMW,Model A,Petrol,130,227,28824,Spain,2020-01-31,1487
Honda,Model C,Electric,228,76,73978,Germany,2020-01-31,1857
Toyota,Model A,Electric,252,241,112482,Spain,2020-01-31,575
Hyundai,Model E,Diesel,270,146,91704,Germany,2020-01-31,194
Kia,Model D,Electric,302,212,83074,China,2020-01-31,124
Hyundai,Model E,Hybrid,190,81,21583,Japan,2020-01-31,211
Mercedes,Model A,Petrol,428,233,33484,Japan,2020-01-31,43
Toyota,Model A,Diesel,403,130,79917,China,2020-01-31,1173
Hyundai,Model A,Electric,418,167,34921,Canada,2020-01-31,776
Hyundai,Model E,Electric,393,144,58948,UK,2020-01-31,1132
Nissan,Model B,Diesel,189,113,29211,Brazil,2020-01-31,1139
Ford,Model C,Electric,409,195,63008,China,2020-01-31,1639
Nissan,Model E,Hybrid,98,153,80355,Germany,2020-01-31,236
Toyota,Model A,Petrol,244,107,32319,Germany,2020-01-31,1285
Toyota,Model B,Diesel,436,80,105654,UK,2020-01-31,833
BMW,Model E,Electric,144,117,106540,Spain,2020-01-31,764
Nissan,Model E,Electric,379,202,95455,China,2020-01-31,1206
Audi,Model E,Hybrid,243,90,55376,UK,2020-01-31,1890
Ford,Model A,Petrol,202,75,57007,Brazil,2020-01-31,763
Toyota,Model B,Electric,152,53,43854,China,2020-01-31,409
BMW,Model E,Hybrid,356,55,73200,France,2020-01-31,1084
Nissan,Model D,Petrol,198,234,29426,Germany,2020-01-31,244
Ford,Model C,Petrol,411,54,66099,Spain,2020-01-31,589
Nissan,Model E,Petrol,198,132,57885,Italy,2020-01-31,1674
Hyundai,Model A,Hybrid,324,195,67016,Japan,2020-01-31,1218
BMW,Model B,Diesel,449,75,45689,USA,2020-01-31,1068
Ford,Model C,Diesel,118,105,103126,UK,2020-01-31,1962
Volkswagen,Model D,Petrol,129,93,62670,Germany,2020-01-31,136
Mercedes,Model A,Electric,499,63,28622,France,2020-01-31,1568
Mercedes,Model D,Petrol,435,137,80662,UK,2020-01-31,859
Ford,Model C,Electric,496,98,118420,Spain,2020-01-31,177
Nissan,Model A,Petrol,320,93,33082,UK,2020-01-31,1212
BMW,Model E,Diesel,74,56,35138,USA,2020-01-31,1166
Mercedes,Model E,Electric,159,152,101350,Brazil,2020-01-31,1133
BMW,Model B,Electric,339,246,76555,Italy,2020-01-31,958
Mercedes,Model D,Petrol,283,53,87983,Canada,2020-01-31,1273
Hyundai,Model B,Hybrid,422,108,21224,Spain,2020-01-31,744
Nissan,Model A,Diesel,230,219,88821,Spain,2020-01-31,1615
Hyundai,Model A,Petrol,131,236,48931,Brazil,2020-01-31,1112
Mercedes,Model D,Petrol,161,124,69632,Japan,2020-01-31,919
Volkswagen,Model A,Petrol,455,148,66823,France,2020-01-31,1419
Volkswagen,Model D,Diesel,110,165,38916,Canada,2020-01-31,595
Hyundai,Model E,Diesel,225,173,78563,Brazil,2020-01-31,1545
Volkswagen,Model A,Petrol,89,182,29072,Canada,2020-01-31,819
Mercedes,Model C,Diesel,172,144,112801,France,2020-01-31,855
Ford,Model D,Petrol,317,95,100581,Germany,2020-01-31,1043
Hyundai,Model D,Petrol,447,199,106275,France,2020-01-31,1880
Honda,Model A,Electric,424,111,60258,China,2020-01-31,1010
Nissan,Model D,Electric,487,64,45774,Germany,2020-01-31,373
Volkswagen,Model B,Petrol,222,58,48210,Brazil,2020-01-31,300
Volkswagen,Model C,Electric,382,217,48900,China,2020-01-31,217
Toyota,Model B,Electric,89,131,21706,Italy,2020-01-31,1360
Audi,Model C,Electric,388,142,32387,Canada,2020-01-31,91
Hyundai,Model E,Hybrid,379,51,34141,UK,2020-01-31,1496
Kia,Model E,Petrol,236,161,75204,Brazil,2020-01-31,1827
Volkswagen,Model A,Diesel,206,186,30716,Spain,2020-01-31,30
Nissan,Model D,Electric,81,135,40078,Spain,2020-01-31,867
Honda,Model C,Hybrid,278,114,33921,USA,2020-01-31,352
Volkswagen,Model E,Hybrid,299,214,115212,France,2020-01-31,1761
Honda,Model A,Diesel,188,223,94506,UK,2020-01-31,154
Mercedes,Model E,Petrol,375,249,30568,USA,2020-01-31,1332
Mercedes,Model C,Diesel,473,210,78529,Germany,2020-01-31,1372
Audi,Model D,Diesel,266,134,95011,Canada,2020-01-31,1596
Ford,Model C,Hybrid,366,173,20155,France,2020-01-31,1569
Kia,Model B,Electric,455,107,114779,Japan,2020-01-31,124
Toyota,Model E,Petrol,107,132,67644,Germany,2020-01-31,1607
Audi,Model E,Petrol,80,84,99308,Japan,2020-01-31,759
BMW,Model C,Electric,227,216,42294,USA,2020-01-31,470
Toyota,Model C,Hybrid,78,77,83872,France,2020-01-31,365
Hyundai,Model E,Electric,288,166,107780,UK,2020-01-31,1430
Nissan,Model A,Electric,108,141,74743,China,2020-01-31,530
BMW,Model C,Electric,365,52,99433,UK,2020-01-31,1383
BMW,Model C,Diesel,464,229,115250,Japan,2020-01-31,1124
Audi,Model A,Hybrid,251,173,110307,Spain,2020-01-31,1133
Ford,Model B,Electric,119,104,103286,Japan,2020-01-31,1066
Audi,Model A,Petrol,92,199,96509,UK,2020-01-31,344
Hyundai,Model C,Hybrid,162,97,59302,Brazil,2020-01-31,633
Volkswagen,Model D,Diesel,302,239,77646,Canada,2020-01-31,120
Volkswagen,Model E,Petrol,167,232,36960,China,2020-01-31,772
Ford,Model C,Hybrid,221,163,29565,Brazil,2020-01-31,80
Hyundai,Model C,Diesel,254,121,63129,Brazil,2020-01-31,1781
Ford,Model D,Petrol,348,156,40157,Japan,2020-01-31,796
Honda,Model D,Electric,381,185,30087,USA,2020-01-31,828
Volkswagen,Model B,Electric,425,243,83262,Italy,2020-01-31,447
BMW,Model A,Hybrid,104,58,108146,Spain,2020-01-31,162
Kia,Model E,Hybrid,235,102,56223,UK,2020-01-31,467
Nissan,Model D,Hybrid,126,69,86072,Canada,2020-01-31,1557
Hyundai,Model A,Electric,382,191,110809,Germany,2020-01-31,1378
Toyota,Model B,Diesel,449,138,100096,Spain,2020-01-31,826
Ford,Model D,Electric,245,185,23814,Spain,2020-01-31,717
Nissan,Model A,Electric,209,161,90152,China,2020-01-31,647
Toyota,Model B,Diesel,294,180,44991,USA,2020-01-31,1562
Nissan,Model E,Petrol,467,58,102843,China,2020-01-31,18
Kia,Model A,Diesel,341,210,40343,USA,2020-01-31,98
Toyota,Model A,Diesel,86,121,105979,China,2020-01-31,619
Audi,Model D,Diesel,132,224,53968,Spain,2020-01-31,337
Mercedes,Model B,Diesel,457,65,57306,USA,2020-01-31,341
Audi,Model C,Diesel,231,137,47339,Italy,2020-01-31,350
Volkswagen,Model D,Diesel,383,66,91069,Spain,2020-01-31,510
Mercedes,Model C,Petrol,228,240,28543,Brazil,2020-01-31,502
Audi,Model A,Hybrid,429,138,87504,UK,2020-01-31,1922
Mercedes,Model B,Hybrid,310,105,46018,Germany,2020-01-31,285
Mercedes,Model C,Petrol,367,244,40389,Japan,2020-01-31,758
BMW,Model A,Diesel,457,66,47403,Brazil,2020-01-31,1910
Ford,Model A,Hybrid,496,125,88355,Germany,2020-01-31,1831
Ford,Model C,Electric,247,199,40641,Brazil,2020-01-31,266
BMW,Model B,Electric,246,139,65895,Brazil,2020-01-31,913
Nissan,Model E,Hybrid,145,97,57607,UK,2020-01-31,1617
Honda,Model A,Electric,472,169,60890,Spain,2020-01-31,1082
Nissan,Model E,Petrol,234,113,29875,UK,2020-01-31,270
Toyota,Model A,Petrol,239,226,67040,UK,2020-01-31,1929
Toyota,Model E,Electric,455,236,51049,Germany,2020-01-31,165
Mercedes,Model A,Electric,473,87,109171,Spain,2020-01-31,673
Audi,Model E,Hybrid,174,220,35468,China,2020-01-31,1646
Audi,Model A,Diesel,492,238,15555,Brazil,2020-01-31,1734
Ford,Model B,Electric,157,50,16474,Italy,2020-01-31,1298
Hyundai,Model C,Petrol,483,77,87021,Italy,2020-01-31,725
Nissan,Model A,Diesel,446,245,81013,Italy,2020-01-31,317
Volkswagen,Model A,Diesel,341,199,74174,China,2020-01-31,132
Kia,Model B,Diesel,251,156,52743,Germany,2020-01-31,35
Audi,Model E,Hybrid,353,95,45717,Germany,2020-01-31,29
Kia,Model A,Diesel,222,64,90938,Japan,2020-01-31,1577
Mercedes,Model D,Hybrid,394,218,116134,Italy,2020-01-31,1972
Kia,Model E,Petrol,97,102,47104,Brazil,2020-01-31,1069
Volkswagen,Model C,Electric,344,83,25003,UK,2020-01-31,1579
BMW,Model C,Diesel,116,158,50661,Spain,2020-01-31,435
Volkswagen,Model A,Electric,468,213,109768,Canada,2020-01-31,1288
Kia,Model B,Hybrid,348,59,59279,France,2020-01-31,761
Volkswagen,Model E,Petrol,375,163,87433,UK,2020-01-31,1689
Honda,Model C,Electric,280,206,29310,Spain,2020-01-31,779
Mercedes,Model C,Hybrid,98,218,105576,Canada,2020-01-31,1580
Nissan,Model A,Diesel,342,218,82138,Italy,2020-01-31,240
BMW,Model A,Diesel,322,164,22348,Italy,2020-01-31,441
Audi,Model C,Hybrid,415,217,54294,Spain,2020-01-31,669
Toyota,Model D,Diesel,156,242,84474,Spain,2020-01-31,151
Nissan,Model D,Diesel,428,52,44477,Italy,2020-01-31,120
Toyota,Model B,Electric,440,109,105105,Canada,2020-01-31,898
Mercedes,Model B,Hybrid,447,103,80300,France,2020-01-31,876
BMW,Model B,Electric,441,149,94367,China,2020-01-31,1707
Ford,Model A,Hybrid,299,242,43411,USA,2020-01-31,520
Audi,Model B,Electric,150,99,25734,USA,2020-01-31,114
Honda,Model C,Diesel,96,164,70071,France,2020-01-31,819
Ford,Model B,Diesel,288,56,15260,France,2020-01-31,1561
Mercedes,Model C,Petrol,357,58,23191,Japan,2020-01-31,550
Nissan,Model A,Diesel,154,204,32688,Brazil,2020-01-31,47
Honda,Model A,Electric,305,77,40449,China,2020-01-31,653
Volkswagen,Model D,Diesel,392,119,30052,France,2020-01-31,1263
Kia,Model C,Diesel,393,53,66080,China,2020-01-31,623
Honda,Model D,Electric,258,147,69484,USA,2020-01-31,704
Mercedes,Model E,Electric,422,134,79918,Italy,2020-01-31,1948
Hyundai,Model E,Hybrid,153,145,55510,USA,2020-01-31,1524
Kia,Model C,Petrol,221,153,60252,Canada,2020-01-31,565
Toyota,Model D,Electric,365,80,85107,Canada,2020-01-31,1930
Audi,Model A,Diesel,231,186,90530,UK,2020-01-31,987
Toyota,Model A,Electric,260,140,98114,Germany,2020-01-31,1936
Honda,Model C,Electric,440,61,44433,Germany,2020-01-31,813
Toyota,Model A,Hybrid,161,77,21686,Japan,2020-01-31,1479
Mercedes,Model D,Electric,165,57,65205,Italy,2020-01-31,1228
Volkswagen,Model D,Petrol,252,235,115603,UK,2020-01-31,1258
Nissan,Model B,Diesel,489,140,94608,Spain,2020-01-31,1025
Audi,Model B,Electric,109,155,103990,France,2020-01-31,838
Toyota,Model A,Diesel,218,126,34298,France,2020-01-31,388
Toyota,Model B,Petrol,392,142,96854,China,2020-01-31,78
Honda,Model B,Petrol,264,117,78953,Spain,2020-01-31,1991
Nissan,Model C,Hybrid,467,128,107970,Spain,2020-01-31,551
Ford,Model E,Petrol,289,247,15575,Japan,2020-01-31,1169
Toyota,Model A,Electric,157,212,21082,Brazil,2020-01-31,1338
Mercedes,Model B,Electric,353,156,15725,Germany,2020-01-31,700
Hyundai,Model E,Hybrid,161,208,18355,Germany,2020-01-31,868
Audi,Model C,Electric,309,70,21793,Canada,2020-01-31,1482
Toyota,Model E,Electric,436,150,27788,UK,2020-01-31,420
Mercedes,Model A,Electric,322,142,73014,China,2020-01-31,1658
Mercedes,Model B,Diesel,297,166,16187,China,2020-01-31,587
Audi,Model B,Petrol,232,201,105202,Germany,2020-01-31,190
Ford,Model C,Diesel,110,51,81190,UK,2020-01-31,1231
Mercedes,Model E,Diesel,467,143,37507,France,2020-01-31,1691
Hyundai,Model D,Diesel,106,218,112071,Italy,2020-01-31,1083
Mercedes,Model B,Hybrid,81,102,75035,UK,2020-01-31,96
Mercedes,Model D,Diesel,347,141,15777,USA,2020-01-31,431
Mercedes,Model D,Electric,413,83,28866,Spain,2020-01-31,18
Volkswagen,Model B,Petrol,425,192,59510,Germany,2020-01-31,818
Volkswagen,Model D,Petrol,151,122,113267,USA,2020-01-31,584
Ford,Model E,Diesel,438,187,74299,Brazil,2020-01-31,1187
Toyota,Model B,Petrol,377,52,116593,Japan,2020-01-31,465
Mercedes,Model D,Diesel,110,126,39224,Brazil,2020-01-31,308
Nissan,Model A,Electric,270,245,39657,Italy,2020-01-31,351
Toyota,Model A,Electric,320,92,60329,Germany,2020-01-31,1693
Ford,Model A,Hybrid,456,152,117467,China,2020-01-31,418
BMW,Model E,Diesel,397,127,115253,Japan,2020-01-31,1357
Toyota,Model E,Diesel,406,188,103472,USA,2020-01-31,709
Toyota,Model D,Hybrid,203,207,100486,Germany,2020-01-31,435
Kia,Model D,Electric,322,203,44540,Italy,2020-01-31,1877
Honda,Model C,Petrol,129,62,104124,Brazil,2020-01-31,1755
Kia,Model D,Petrol,462,148,110931,Canada,2020-01-31,345
Hyundai,Model B,Petrol,353,215,61120,Italy,2020-01-31,1490
Volkswagen,Model B,Diesel,259,110,103408,Japan,2020-01-31,957
Volkswagen,Model E,Diesel,106,151,70158,Brazil,2020-01-31,1573
Honda,Model E,Electric,134,190,72781,Spain,2020-01-31,1025
Audi,Model E,Hybrid,140,121,17153,Brazil,2020-01-31,761
Audi,Model E,Petrol,398,193,109760,UK,2020-01-31,615
Ford,Model A,Petrol,374,124,93866,Germany,2020-01-31,917
Honda,Model A,Diesel,275,213,32890,Canada,2020-01-31,1933
Toyota,Model D,Petrol,441,191,64813,France,2020-01-31,551
Audi,Model A,Hybrid,458,53,67220,USA,2020-01-31,1716
Mercedes,Model C,Petrol,140,148,99941,China,2020-01-31,1033
Nissan,Model A,Hybrid,345,64,54823,USA,2020-01-31,71
Toyota,Model E,Electric,324,164,23892,Japan,2020-01-31,1049
Hyundai,Model D,Diesel,161,110,64037,Italy,2020-01-31,504
Mercedes,Model B,Electric,376,154,51517,China,2020-01-31,888
Mercedes,Model C,Diesel,169,166,114828,UK,2020-01-31,1896
Honda,Model C,Diesel,146,114,28967,Germany,2020-01-31,1746
Ford,Model B,Electric,330,203,96874,France,2020-01-31,1599
Hyundai,Model B,Diesel,469,204,99934,France,2020-01-31,1632
Audi,Model E,Hybrid,461,166,94642,UK,2020-01-31,1407
Honda,Model A,Hybrid,287,51,25084,Italy,2020-01-31,829
Audi,Model A,Diesel,361,168,114915,Germany,2020-01-31,156
Honda,Model C,Hybrid,492,227,83700,China,2020-01-31,480
Honda,Model A,Hybrid,481,234,25762,Japan,2020-01-31,1705
Honda,Model A,Electric,130,229,66127,UK,2020-01-31,1923
Ford,Model B,Hybrid,486,54,31755,Brazil,2020-01-31,933
Honda,Model B,Petrol,164,63,53413,Brazil,2020-01-31,1639
BMW,Model B,Hybrid,491,51,53408,Germany,2020-01-31,1040
Nissan,Model B,Petrol,336,69,33763,France,2020-01-31,1917
Audi,Model A,Diesel,464,207,60732,France,2020-01-31,614
Toyota,Model B,Petrol,265,125,80374,Spain,2020-01-31,1254
Kia,Model B,Petrol,461,109,22401,Spain,2020-01-31,1115
Hyundai,Model D,Electric,96,59,69274,Japan,2020-01-31,914
Volkswagen,Model E,Electric,101,91,37552,Canada,2020-01-31,1192
Ford,Model D,Hybrid,434,171,112167,Spain,2020-01-31,110
Toyota,Model A,Electric,349,67,45724,Brazil,2020-01-31,1251
Mercedes,Model B,Diesel,161,159,110896,France,2020-01-31,424
BMW,Model A,Electric,298,113,55987,Italy,2020-01-31,1250
Volkswagen,Model C,Diesel,422,192,113120,USA,2020-01-31,1286
Kia,Model A,Electric,413,189,34648,Italy,2020-01-31,925
Toyota,Model D,Diesel,256,121,18354,UK,2020-01-31,1259
Volkswagen,Model D,Hybrid,387,107,35938,France,2020-01-31,1363
Toyota,Model E,Hybrid,341,234,105044,UK,2020-01-31,1535
BMW,Model B,Electric,248,84,118199,Japan,2020-01-31,804
Kia,Model D,Electric,297,82,76958,Japan,2020-01-31,1775
Mercedes,Model D,Hybrid,452,57,110499,Japan,2020-01-31,1710
Honda,Model A,Diesel,204,146,36312,China,2020-01-31,56
Audi,Model C,Diesel,141,105,56966,USA,2020-01-31,344
Mercedes,Model B,Hybrid,97,78,97823,UK,2020-01-31,1233
Honda,Model E,Electric,143,195,104660,USA,2020-01-31,788
Ford,Model E,Petrol,105,215,21712,Spain,2020-01-31,920
Nissan,Model C,Petrol,133,214,18185,Germany,2020-01-31,1283
Hyundai,Model C,Petrol,219,245,95654,China,2020-01-31,1512
Hyundai,Model E,Diesel,406,228,33045,Italy,2020-01-31,1730
Audi,Model C,Hybrid,451,82,50887,Spain,2020-01-31,129
Kia,Model D,Hybrid,453,108,50166,USA,2020-01-31,1289
BMW,Model D,Electric,312,239,56806,Germany,2020-01-31,351
Kia,Model A,Petrol,207,214,19765,Italy,2020-01-31,383
BMW,Model A,Petrol,104,62,93964,Germany,2020-01-31,824
Kia,Model A,Petrol,310,191,35376,China,2020-01-31,530
Nissan,Model C,Hybrid,339,146,55030,UK,2020-01-31,1556
Ford,Model E,Diesel,124,59,95130,France,2020-01-31,1328
Ford,Model B,Electric,190,81,66020,Italy,2020-01-31,1722
Honda,Model D,Diesel,198,144,95168,Spain,2020-01-31,935
Volkswagen,Model E,Electric,300,153,31062,Germany,2020-01-31,1906
Ford,Model E,Diesel,334,143,33979,Brazil,2020-01-31,183
Ford,Model E,Petrol,314,179,75678,Germany,2020-01-31,1361
Mercedes,Model E,Hybrid,495,229,23038,Japan,2020-01-31,35
Mercedes,Model C,Diesel,213,151,48368,Germany,2020-01-31,867
Honda,Model D,Hybrid,141,85,21988,France,2020-01-31,1605
Volkswagen,Model E,Petrol,277,130,61452,France,2020-01-31,594
Audi,Model B,Diesel,105,155,44578,USA,2020-01-31,1360
Mercedes,Model E,Petrol,463,117,75766,Germany,2020-01-31,1411
Audi,Model C,Electric,83,170,25837,USA,2020-01-31,1392
Toyota,Model C,Petrol,77,217,60457,Japan,2020-01-31,376
Mercedes,Model B,Electric,287,233,85184,France,2020-01-31,1415
Nissan,Model B,Hybrid,187,125,52588,France,2020-01-31,121
Volkswagen,Model A,Hybrid,209,203,70916,France,2020-01-31,585
Honda,Model A,Electric,455,167,18442,Germany,2020-01-31,1506
Toyota,Model A,Petrol,103,99,90879,Germany,2020-01-31,1378
Volkswagen,Model D,Diesel,420,212,74001,France,2020-01-31,198
Nissan,Model A,Diesel,427,230,53733,Japan,2020-01-31,372
Volkswagen,Model E,Electric,187,136,89487,Spain,2020-01-31,1051
Nissan,Model A,Petrol,275,121,111648,China,2020-01-31,1111
Nissan,Model C,Diesel,228,184,15629,China,2020-01-31,1368
Audi,Model B,Diesel,287,134,27066,Canada,2020-01-31,1148
Kia,Model C,Hybrid,457,194,93254,UK,2020-01-31,1355
Toyota,Model B,Electric,303,141,85173,Brazil,2020-01-31,626
Volkswagen,Model C,Diesel,196,84,49278,Germany,2020-01-31,1090
BMW,Model E,Petrol,378,61,69236,Germany,2020-01-31,763
Toyota,Model C,Petrol,214,103,113937,China,2020-01-31,905
Kia,Model B,Hybrid,328,123,119291,Japan,2020-01-31,119
Toyota,Model D,Diesel,242,67,65891,France,2020-01-31,1379
Ford,Model B,Electric,165,213,78035,Spain,2020-01-31,1757
BMW,Model B,Diesel,140,91,93273,UK,2020-01-31,1233
Kia,Model B,Petrol,284,119,71703,UK,2020-01-31,561
Audi,Model B,Electric,421,214,44357,China,2020-01-31,491
Volkswagen,Model C,Electric,397,83,59274,Japan,2020-01-31,1271
Hyundai,Model A,Petrol,180,128,63145,Spain,2020-01-31,1433
